Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-median_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ACR-140-TP2_S5_R1_001	41.16121102379192	29.0	151.0	151	18.181818181818183	254550683.0
ACR-140-TP2_S5_R2_001	40.6015406469622	29.0	151.0	151	36.36363636363637	254550683.0
ACR-145-TP2_S3_R1_001	54.37775972242774	29.0	151.0	151	27.27272727272727	245467276.0
ACR-145-TP2_S3_R2_001	51.02127872614383	29.0	151.0	151	45.45454545454545	245467276.0
ACR-150-TP2_S2_R1_001	44.585788211388746	30.0	151.0	151	27.27272727272727	234962589.0
ACR-150-TP2_S2_R2_001	43.59672066359821	30.0	151.0	151	36.36363636363637	234962589.0
ACR-173-TP2_S4_R1_001	34.89246958247308	29.0	151.0	151	18.181818181818183	214249351.0
ACR-173-TP2_S4_R2_001	34.696351803431256	30.0	151.0	151	36.36363636363637	214249351.0
ACR-178-TP2_S1_R1_001	37.68917397527423	30.0	151.0	151	27.27272727272727	183487334.0
ACR-178-TP2_S1_R2_001	37.03238726813064	30.0	151.0	151	36.36363636363637	183487334.0
