POR.71	POR.73	POR.76	POR.79	POR.82
lncRNA_001	11.0530989384011	7.70938696952479	13.402829842022	27.1952329066813	55.4523329614886
lncRNA_002	22.1061978768021	55.8930555290548	29.242537837139	34.3518731452817	12.938877691014
lncRNA_003	125.531623657555	146.478352420971	182.156641943845	140.270148676567	200.86067272717
lncRNA_004	162.638455807901	260.191810221462	144.385030570874	141.701476724287	127.540365811424
lncRNA_005	263.695360387568	215.862835146694	0	210.40522301485	265.55506118224
lncRNA_006	7.10556360325783	0	15.839707995117	11.4506243817606	11.0904665922977
lncRNA_007	3.15802826811459	0	21.9319033778543	0	4.92909626324343
lncRNA_008	91.5828197753232	107.931417573347	265.010499149072	30.0578890021215	113.985351087504
lncRNA_009	7.89507067028648	9.63673371190599	71.8879055163001	2.86265609544014	37.5843590072311
lncRNA_010	3.15802826811459	0	17.0581470716644	0	1.84841109871629
lncRNA_011	0	0	24.3687815309492	0	0
lncRNA_012	22.1061978768021	0	0	0	16.0195628555411
lncRNA_013	352.120151894777	0	190.076495941404	2.86265609544014	116.449899219126
lncRNA_014	352.120151894777	0	190.076495941404	2.86265609544014	116.449899219126
lncRNA_015	7.10556360325783	11.5640804542872	648.209588723248	128.819524294806	94.2689660345306
lncRNA_016	7.10556360325783	11.5640804542872	648.209588723248	128.819524294806	94.2689660345306
lncRNA_017	7.10556360325783	11.5640804542872	648.209588723248	128.819524294806	94.2689660345306
lncRNA_018	7.10556360325783	11.5640804542872	648.209588723248	127.388196247086	92.4205549358143
lncRNA_019	1.5790141340573	3.8546934847624	60.3127342890992	0	0
lncRNA_020	105.793946981839	138.768965451446	174.236787946287	319.186154641575	105.975569659734
lncRNA_021	2263.51676117113	1894.58184776072	3561.49742074822	4940.94442072968	2622.89534907841
lncRNA_022	480.809803820447	267.901197190987	885.805208650002	1654.6152231644	1138.00509977633
lncRNA_023	480.809803820447	267.901197190987	885.805208650002	1648.88991097352	1134.30827757889
