POR.71	POR.73	POR.76	POR.79	POR.82
lncRNA_001	4.78046407679321	4.55577988927431	4.91451750120737	5.49376747114428	6.21330444932725
lncRNA_002	5.30981859570397	6.2220068180113	5.56099591310217	5.71522373928754	4.88927420591297
lncRNA_003	7.17933204141321	7.37484062703541	7.65652092353632	7.31962845140849	7.78470063734133
lncRNA_004	7.50931127990042	8.1289661375779	7.3564607430088	7.33254802705053	7.19928300473105
lncRNA_005	8.14693277413722	7.87983728444124	3.32968175692274	7.84595201843504	8.15637918971855
lncRNA_006	4.50938794163877	3.32968175692274	5.03881191352156	4.8042972193004	4.78272641064983
lncRNA_007	4.12802271902688	3.32968175692274	5.30302586953426	3.32968175692274	4.32027009145237
lncRNA_008	6.79152937299068	6.99146307062636	8.15361948207315	5.58684160222307	7.05891208587311
lncRNA_009	4.56962022559152	4.69105512600405	6.50594621468954	4.09065456421214	5.8043467890042
lncRNA_010	4.12802271902688	3.32968175692274	5.09640220752231	3.32968175692274	3.94363399337198
lncRNA_011	3.32968175692274	3.32968175692274	5.39486105663443	3.32968175692274	3.32968175692274
lncRNA_012	5.30981859570397	3.32968175692274	3.32968175692274	3.32968175692274	5.04748831646721
lncRNA_013	8.5389888405878	3.32968175692274	7.71219855730797	4.09065456421214	7.08548218696903
lncRNA_014	8.5389888405878	3.32968175692274	7.71219855730797	4.09065456421214	7.08548218696903
lncRNA_015	4.50938794163877	4.81100648034355	9.38406294742652	7.21184406884505	6.82637123263425
lncRNA_016	4.50938794163877	4.81100648034355	9.38406294742652	7.21184406884505	6.82637123263425
lncRNA_017	4.50938794163877	4.81100648034355	9.38406294742652	7.21184406884505	6.82637123263425
lncRNA_018	4.50938794163877	4.81100648034355	9.38406294742652	7.19778135824302	6.80248763119887
lncRNA_019	3.89774743610077	4.20930402640161	6.30639581015836	3.32968175692274	3.32968175692274
lncRNA_020	6.96686515152093	7.30595186971592	7.59859638321689	8.4051234005814	6.96897185006
lncRNA_021	11.1570817905124	10.9028550526371	11.8063792338672	12.2764244964393	11.3679415400846
lncRNA_022	8.96784790874815	8.16820869042517	9.8230509495017	10.7096547812245	10.1774514197389
lncRNA_023	8.96784790874815	8.16820869042517	9.8230509495017	10.7047138870405	10.1728381168111
lncRNA_024	8.90267713891353	8.09881556224132	9.77469784883882	10.6607435880132	10.1282597962765
lncRNA_025	8.90267713891353	8.09881556224132	9.77469784883882	10.6594673873558	10.1274652915323
lncRNA_026	6.25586095685037	5.61109195262234	5.87260910060953	6.07189837153429	6.61384491078916
lncRNA_027	8.84932086856689	8.51106386613008	10.1789898507947	9.62838335145809	9.84672889437012
lncRNA_028	9.27789137380582	9.86361992876276	10.7515743488717	11.0162177663498	10.584717390783
lncRNA_029	3.89774743610077	3.95640797681129	5.03881191352156	4.25650104580505	4.43206259450838
lncRNA_030	4.56962022559152	4.81100648034355	5.8254313105288	6.35493309136713	5.31272012398102
lncRNA_031	4.12802271902688	5.19460191370527	6.18868891976737	5.94019944522778	5.10530946224683
lncRNA_032	6.63840500214121	6.69958675217618	8.56480170263838	7.56912300254422	7.04543911192469
lncRNA_033	7.66373548902113	3.32968175692274	3.82941742576029	5.71522373928754	6.60464251818582
lncRNA_034	3.32968175692274	3.32968175692274	5.27899236377788	3.32968175692274	3.32968175692274
lncRNA_035	3.32968175692274	3.32968175692274	5.39486105663443	4.25650104580505	4.03687278535309
lncRNA_036	9.69287939568268	9.90771353242356	10.114642816297	10.3486523851006	10.3950796682953
lncRNA_037	5.30981859570397	5.82978740882536	7.13569557215347	6.07189837153429	6.91808276397108
lncRNA_038	6.27094645031626	4.3991060266424	3.32968175692274	5.34035127538389	6.56722113735349
lncRNA_039	3.32968175692274	3.32968175692274	5.39486105663443	3.32968175692274	3.32968175692274
lncRNA_040	4.0232230236719	3.32968175692274	4.97830631839768	4.88613834816788	3.32968175692274
lncRNA_041	8.55119488736593	7.23357850240126	7.37783472917524	7.37062160390211	8.49652555393472
lncRNA_042	3.32968175692274	3.32968175692274	5.12420133357884	3.32968175692274	4.25847881811586
lncRNA_043	3.32968175692274	3.32968175692274	5.09640220752231	3.32968175692274	3.32968175692274
lncRNA_044	4.68029499416393	6.2220068180113	5.20400600985296	4.25650104580505	4.81937781570686
lncRNA_045	3.32968175692274	3.32968175692274	5.20400600985296	3.32968175692274	3.32968175692274
lncRNA_046	4.95722128854586	4.20930402640161	5.15138172890353	4.25650104580505	5.55186999679068
lncRNA_047	3.32968175692274	4.20930402640161	3.32968175692274	3.32968175692274	5.10530946224683
lncRNA_048	3.32968175692274	4.20930402640161	5.37251309187785	3.32968175692274	3.32968175692274
lncRNA_049	4.0232230236719	3.32968175692274	5.32661193503476	5.71522373928754	4.81937781570686
lncRNA_050	8.21759278885846	8.70355323030412	7.80176719400253	8.61469220894285	8.39974872782926
lncRNA_051	11.4466911700114	10.2694239904015	9.52556392692897	10.5901602798946	11.4792340280933
lncRNA_052	4.73153958495078	5.34893288794863	4.42613989001353	5.54112841812584	4.95514573843915
lncRNA_053	4.68029499416393	3.32968175692274	3.32968175692274	3.32968175692274	4.62232577117072
lncRNA_054	6.0952545734133	5.82978740882536	5.03881191352156	6.35493309136713	6.09887661801623
lncRNA_055	8.84684801470255	7.47233343656449	6.7727813621123	7.63310129687846	7.6625014943756
lncRNA_056	4.12802271902688	3.32968175692274	5.25449201559134	5.22678117498811	3.94363399337198
lncRNA_057	4.12802271902688	6.39986327128942	3.82941742576029	3.32968175692274	5.49089339304605
lncRNA_058	4.12802271902688	3.32968175692274	5.03881191352156	3.87085195326066	4.32027009145237
lncRNA_059	4.0232230236719	3.32968175692274	6.66327520600948	4.09065456421214	4.95514573843915
lncRNA_060	4.95722128854586	4.81100648034355	5.80933342668815	4.39407371642462	4.98673481853936
lncRNA_061	9.03455150344666	9.05165537332621	8.36852350472263	8.30411345189514	9.03318878541358
lncRNA_062	9.03455150344666	9.05165537332621	8.36852350472263	8.30411345189514	9.03318878541358
lncRNA_063	9.03455150344666	9.05165537332621	8.36852350472263	8.30411345189514	9.03318878541358
lncRNA_064	9.03455150344666	9.05165537332621	8.36852350472263	8.30411345189514	9.03318878541358
lncRNA_065	7.77215725362033	7.07681384199844	7.17900796105707	3.32968175692274	3.83221840077246
lncRNA_066	6.02540260699626	5.87933562300626	4.18691669039432	4.25650104580505	5.94477302687596
lncRNA_067	4.95722128854586	3.32968175692274	5.17797391157794	5.90519768814484	4.70553302547869
lncRNA_068	5.63378834618711	5.34893288794863	6.73997953859074	5.49376747114428	7.50458218879331
lncRNA_069	3.89774743610077	3.32968175692274	5.09640220752231	4.51339822089488	4.70553302547869
lncRNA_070	10.6906503843365	10.6442789725206	5.39486105663443	11.3557872925912	8.47418543820296
lncRNA_071	7.77736931671401	5.34893288794863	3.32968175692274	5.10182679582179	5.40488436901544
lncRNA_072	4.68029499416393	5.19460191370527	5.56099591310217	3.32968175692274	4.3779107341736
lncRNA_073	5.93278035715219	5.19460191370527	3.68392692720312	4.51339822089488	5.21333117703918
lncRNA_074	4.12802271902688	3.32968175692274	5.25449201559134	4.39407371642462	4.11842532250112
lncRNA_075	6.34402118129464	5.41959552243271	6.79689432042986	6.3290809682453	6.28466899769391
lncRNA_076	3.32968175692274	3.32968175692274	5.30302586953426	3.32968175692274	3.32968175692274
lncRNA_077	3.73265352792974	3.32968175692274	5.67312148523283	3.32968175692274	4.32027009145237
lncRNA_078	3.32968175692274	3.32968175692274	5.09640220752231	3.32968175692274	3.32968175692274
lncRNA_079	5.87403848621165	5.66920450106335	6.51570296759563	6.79182053656316	6.05853024820796
lncRNA_080	5.39870781396304	3.95640797681129	3.68392692720312	4.09065456421214	5.64761829749905
lncRNA_081	9.71879688080247	9.30570682397426	8.75797377631427	9.61527664681445	9.66593200743763
lncRNA_082	3.32968175692274	3.95640797681129	5.52140188011405	4.09065456421214	4.53179414846543
lncRNA_083	6.74944171806585	5.82978740882536	3.82941742576029	4.8042972193004	6.07211052180937
lncRNA_084	6.27094645031626	5.82978740882536	4.88125472858337	4.25650104580505	4.70553302547869
lncRNA_085	4.68029499416393	3.32968175692274	5.80933342668815	5.28484283014354	4.81937781570686
lncRNA_086	7.90664416334079	8.71021136769089	9.67391533680379	8.29755872896961	8.17189247717713
lncRNA_087	3.73265352792974	4.81100648034355	4.84699375845072	4.09065456421214	5.28859839972914
lncRNA_088	5.9518124259591	4.91927572696486	3.82941742576029	6.40524808845072	5.16050470178555
lncRNA_089	9.20254214219214	10.0403851373583	10.0695474199614	9.77466609195449	8.76332984703075
