"","GO.ID","Term","Annotated","Significant","Expected","Fisher","type","miRNA"
"1","GO:0002224","toll-like receptor signaling pathway",1,1,0.02,0.017,"Biological.Process","Cluster_1167"
"2","GO:0006886","intracellular protein transport",1,1,0.02,0.017,"Biological.Process","Cluster_1167"
"3","GO:0002027","regulation of heart rate",2,1,0.03,0.034,"Biological.Process","Cluster_1167"
"4","GO:0002088","lens development in camera-type eye",2,1,0.03,0.034,"Biological.Process","Cluster_1167"
"5","GO:0005509","calcium ion binding",33,3,0.54,0.013,"Molecular.Function","Cluster_1167"
"6","GO:0004364","glutathione transferase activity",1,1,0.02,0.016,"Molecular.Function","Cluster_1167"
"7","GO:0004725","protein tyrosine phosphatase activity",2,1,0.03,0.032,"Molecular.Function","Cluster_1167"
"8","GO:0004022","alcohol dehydrogenase (NAD+) activity",1,1,0,0.0016,"Molecular.Function","Cluster_2787"
"9","GO:0002088","lens development in camera-type eye",2,1,0.02,0.017,"Biological.Process","Cluster_2854"
"10","GO:0015969","guanosine tetraphosphate metabolic process",3,1,0.03,0.025,"Biological.Process","Cluster_2854"
"11","GO:0003884","D-amino-acid oxidase activity",1,1,0,0.0016,"Molecular.Function","Cluster_2882"
